customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,cuenta_diaria,servicios_contratados
0266-CLZKZ,No,Femenino,False,True,True,67,True,True,Fibra óptica,False,False,True,True,True,True,Dos años,True,Transferencia bancaria (automático),105.65,6717.9,3.521666666666667,7
0266-GMEAO,No,Masculino,False,True,True,72,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,True,Tarjeta de crédito (automático),114.3,8058.55,3.81,9
0268-QKIWO,Si,Femenino,False,False,False,3,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque electrónico,19.75,58.85,0.6583333333333333,1
0269-XFESX,No,Masculino,False,True,True,23,True,True,No,False,False,False,False,False,False,Un año,False,Cheque por correo,24.35,538.5,0.8116666666666668,2
0270-THENM,No,Masculino,False,True,True,72,True,True,DSL,True,True,True,True,False,False,Dos años,False,Transferencia bancaria (automático),69.85,5102.35,2.328333333333333,7
0274-JKUJR,No,Masculino,False,True,True,7,False,False,DSL,True,True,True,False,True,True,Mes a mes,False,Cheque por correo,58.85,465.7,1.9616666666666667,6
0277-BKSQP,No,Masculino,False,True,True,8,True,False,DSL,False,False,False,False,True,False,Mes a mes,True,Cheque electrónico,54.4,475.1,1.8133333333333332,3
0277-ORXQS,No,Masculino,False,True,True,66,False,False,DSL,False,False,False,True,True,True,Dos años,False,Transferencia bancaria (automático),50.55,3364.55,1.6849999999999998,4
0278-YXOOG,Si,Masculino,False,False,False,5,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,21.05,113.85,0.7016666666666667,1
0280-XJGEX,Si,Masculino,False,False,False,49,True,True,Fibra óptica,False,True,True,False,True,True,Mes a mes,True,Transferencia bancaria (automático),103.7,5036.3,3.4566666666666666,7
0281-CNTZX,No,Masculino,False,True,False,63,True,False,No,False,False,False,False,False,False,Dos años,True,Transferencia bancaria (automático),19.95,1234.8,0.6649999999999999,1
0282-NVSJS,No,Femenino,True,True,True,12,False,False,DSL,False,False,False,True,False,False,Mes a mes,True,Cheque por correo,29.3,355.9,0.9766666666666667,2
0285-INHLN,No,Masculino,False,True,True,27,True,False,DSL,True,True,False,False,False,False,Mes a mes,True,Tarjeta de crédito (automático),54.75,1510.3,1.825,4
0289-IVARM,No,Femenino,False,False,False,35,True,False,DSL,True,True,True,False,False,False,Mes a mes,False,Cheque electrónico,60.55,1982.6,2.018333333333333,5
0292-WEGCH,No,Femenino,False,True,True,54,True,True,DSL,False,True,True,True,True,True,Mes a mes,True,Cheque electrónico,86.2,4524.05,2.8733333333333335,8
0295-PPHDO,Si,Masculino,False,False,False,1,True,True,Fibra óptica,False,False,False,False,True,True,Mes a mes,True,Cheque electrónico,95.45,95.45,3.1816666666666666,5
0295-QVKPB,No,Masculino,False,False,False,5,True,False,DSL,False,False,True,True,True,False,Mes a mes,True,Tarjeta de crédito (automático),63.95,318.1,2.131666666666667,5
0297-RBCSG,No,Masculino,False,False,False,19,True,False,DSL,False,True,False,True,False,True,Un año,True,Transferencia bancaria (automático),65.35,1231.85,2.1783333333333332,5
0298-XACET,No,Masculino,False,True,True,52,False,False,DSL,False,True,True,True,True,False,Dos años,False,Cheque por correo,50.2,2554.0,1.6733333333333333,5
0301-FIDRB,No,Femenino,False,True,True,72,False,False,DSL,True,True,True,True,True,True,Dos años,True,Transferencia bancaria (automático),63.8,4684.3,2.1266666666666665,7
0301-KOBTQ,No,Masculino,False,False,False,32,True,False,No,False,False,False,False,False,False,Dos años,True,Transferencia bancaria (automático),20.05,614.45,0.6683333333333333,1
0302-JOIVN,Si,Femenino,False,True,False,8,True,False,Fibra óptica,False,True,True,False,True,True,Mes a mes,False,Cheque electrónico,101.15,842.9,3.371666666666667,6
0303-UNCIP,No,Masculino,False,False,False,41,True,True,DSL,False,False,True,False,False,True,Un año,False,Cheque por correo,65.0,2531.8,2.1666666666666665,5
0303-WMMRN,No,Masculino,False,False,False,5,True,False,No,False,False,False,False,False,False,Mes a mes,True,Cheque por correo,19.25,86.05,0.6416666666666667,1
0305-SQECB,No,Femenino,False,False,True,11,False,False,DSL,True,False,False,True,False,False,Un año,True,Cheque por correo,36.05,402.6,1.2016666666666667,3
0306-JAELE,Si,Masculino,False,False,False,5,True,False,Fibra óptica,False,False,False,True,True,True,Mes a mes,True,Cheque electrónico,96.1,453.4,3.203333333333333,5
0307-BCOPK,No,Femenino,False,False,False,16,True,False,No,False,False,False,False,False,False,Un año,False,Cheque por correo,19.05,326.65,0.635,1
0308-GIQJT,No,Masculino,True,False,False,71,True,True,Fibra óptica,False,True,False,True,True,True,Un año,False,Transferencia bancaria (automático),105.75,7382.85,3.525,7
0308-IVGOK,No,Femenino,False,False,False,11,False,False,DSL,False,True,True,True,False,False,Un año,True,Tarjeta de crédito (automático),40.4,422.6,1.3466666666666667,4
0310-MVLET,Si,Femenino,False,True,True,61,True,True,Fibra óptica,False,True,False,False,True,True,Mes a mes,True,Cheque electrónico,99.15,6010.05,3.305,6
0310-SUCIN,No,Femenino,False,True,False,71,True,False,DSL,True,True,True,True,True,True,Un año,True,Transferencia bancaria (automático),84.8,6046.1,2.8266666666666667,8
0310-VQXAM,No,Masculino,False,False,False,9,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,19.85,178.8,0.6616666666666667,1
0311-QYWSS,No,Femenino,False,False,False,6,True,False,DSL,True,False,False,False,False,False,Mes a mes,True,Cheque electrónico,49.45,314.6,1.6483333333333334,3
0311-UNPFF,Si,Femenino,False,False,False,26,True,False,Fibra óptica,False,False,False,False,True,True,Mes a mes,True,Transferencia bancaria (automático),88.8,2274.35,2.96,4
0314-TKOSI,No,Femenino,False,False,False,6,True,False,DSL,True,True,False,False,False,False,Mes a mes,False,Cheque por correo,55.15,322.9,1.8383333333333334,4
0315-LVCRK,No,Masculino,False,False,False,11,True,False,Fibra óptica,False,False,True,False,False,True,Mes a mes,False,Cheque electrónico,84.8,888.75,2.8266666666666667,4
0318-QUUOB,Si,Masculino,False,True,False,1,True,False,Fibra óptica,False,False,False,False,True,False,Mes a mes,True,Cheque electrónico,80.55,80.55,2.685,3
0318-ZOPWS,No,Femenino,False,True,False,49,True,False,No,False,False,False,False,False,False,Dos años,True,Transferencia bancaria (automático),20.15,973.35,0.6716666666666666,1
0319-QZTCO,No,Femenino,False,True,True,3,True,False,DSL,False,True,False,False,True,False,Mes a mes,True,Tarjeta de crédito (automático),58.7,168.6,1.9566666666666668,4
0320-DWVTU,No,Femenino,False,False,False,53,True,False,Fibra óptica,True,True,True,True,False,True,Dos años,False,Cheque por correo,99.5,5424.25,3.316666666666667,7
0320-JDNQG,Si,Masculino,False,True,True,23,True,False,Fibra óptica,True,False,False,True,True,True,Mes a mes,True,Cheque electrónico,99.85,2331.3,3.328333333333333,6
0322-CHQRU,Si,Masculino,False,False,False,2,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque electrónico,45.35,89.5,1.5116666666666667,2
0322-YINQP,Si,Masculino,False,False,False,1,True,False,DSL,True,False,False,False,False,False,Mes a mes,True,Cheque por correo,48.55,48.55,1.6183333333333332,3
0323-XWWTN,No,Masculino,False,False,True,3,True,True,No,False,False,False,False,False,False,Dos años,True,Cheque por correo,26.4,121.25,0.88,2
0324-BRPCJ,Si,Femenino,True,True,False,68,True,True,Fibra óptica,False,True,False,False,True,True,Mes a mes,True,Cheque electrónico,100.2,6851.65,3.3400000000000003,6
0325-XBFAC,Si,Masculino,False,False,False,8,True,False,Fibra óptica,False,False,True,False,True,True,Mes a mes,True,Cheque electrónico,94.7,740.3,3.1566666666666667,5
0326-VDYXE,No,Femenino,False,True,False,70,True,True,Fibra óptica,False,False,True,False,True,True,Un año,True,Cheque electrónico,97.65,6982.5,3.2550000000000003,6
0327-WFZSY,No,Masculino,False,True,True,39,True,True,Fibra óptica,False,False,True,False,True,True,Un año,False,Cheque electrónico,100.0,3835.55,3.3333333333333335,6
0328-GRPMV,Si,Femenino,False,False,False,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque electrónico,70.1,70.1,2.3366666666666664,2
0329-GTIAJ,Si,Femenino,False,False,False,3,True,False,Fibra óptica,False,True,False,True,True,True,Mes a mes,True,Cheque electrónico,97.9,315.3,3.2633333333333336,6
0330-BGYZE,No,Masculino,False,True,False,60,True,True,Fibra óptica,False,True,True,False,True,True,Un año,False,Transferencia bancaria (automático),102.5,6157.6,3.4166666666666665,7
0330-IVZHA,Si,Femenino,False,True,False,5,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,False,Cheque electrónico,69.95,330.15,2.3316666666666666,2
0334-GDDSO,Si,Masculino,True,False,False,3,True,True,Fibra óptica,False,True,False,False,False,False,Mes a mes,True,Cheque electrónico,81.35,233.7,2.7116666666666664,4
0334-ZFJSR,No,Femenino,False,True,False,55,True,True,DSL,True,True,False,True,False,False,Un año,True,Tarjeta de crédito (automático),66.05,3462.1,2.2016666666666667,6
0336-KXKFK,No,Masculino,False,False,False,72,False,False,DSL,True,False,True,True,True,True,Dos años,True,Tarjeta de crédito (automático),61.2,4390.25,2.04,6
0336-PIKEI,No,Masculino,True,True,False,72,True,False,DSL,True,True,True,True,True,False,Dos años,False,Transferencia bancaria (automático),74.4,5360.75,2.48,7
0337-CNPZE,Si,Femenino,False,False,False,41,True,True,Fibra óptica,False,True,True,False,True,True,Mes a mes,True,Cheque electrónico,106.3,4443.45,3.5433333333333334,7
0343-QLUZP,No,Masculino,False,False,False,60,False,False,DSL,True,True,True,False,False,False,Dos años,False,Transferencia bancaria (automático),39.6,2424.5,1.32,4
0345-HKJVM,Si,Femenino,False,False,False,6,True,False,Fibra óptica,False,False,False,False,True,True,Mes a mes,False,Cheque electrónico,89.3,577.6,2.9766666666666666,4
0345-XMMUG,No,Femenino,False,True,False,46,True,True,Fibra óptica,False,True,True,True,True,True,Dos años,True,Tarjeta de crédito (automático),108.9,4854.3,3.6300000000000003,8
0347-UBKUZ,No,Femenino,False,False,False,15,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,19.9,320.45,0.6633333333333333,1
0348-SDKOL,Si,Femenino,False,True,False,58,True,True,Fibra óptica,False,False,True,True,True,True,Mes a mes,True,Tarjeta de crédito (automático),102.1,5885.4,3.4033333333333333,7
0354-VXMJC,No,Masculino,False,True,True,23,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito (automático),19.6,426.65,0.6533333333333334,1
0354-WYROK,Si,Femenino,True,True,True,31,True,False,Fibra óptica,False,False,True,True,True,True,Mes a mes,True,Cheque electrónico,98.9,2911.3,3.296666666666667,6
0356-ERHVT,No,Masculino,False,True,False,11,True,False,DSL,False,False,False,False,False,False,Mes a mes,True,Transferencia bancaria (automático),45.9,521.9,1.53,2
0356-OBMAC,No,Femenino,True,False,False,56,True,True,Fibra óptica,False,True,True,True,True,False,Dos años,True,Transferencia bancaria (automático),99.9,5706.3,3.33,7
0357-NVCRI,No,Femenino,False,False,True,25,True,False,No,False,False,False,False,False,False,Mes a mes,False,Tarjeta de crédito (automático),20.05,471.7,0.6683333333333333,1
0361-HJRDX,No,Femenino,False,False,False,68,False,False,DSL,True,True,True,True,True,True,Dos años,False,Tarjeta de crédito (automático),64.35,4539.6,2.145,7
0362-RAOQO,No,Femenino,False,False,False,40,True,False,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito (automático),19.65,830.25,0.6549999999999999,1
0362-ZBZWJ,Si,Masculino,False,False,False,36,True,True,Fibra óptica,False,False,False,False,False,True,Mes a mes,True,Cheque electrónico,84.9,3067.2,2.83,4
0363-QJVFX,Si,Masculino,False,False,False,32,True,True,Fibra óptica,True,True,False,True,True,True,Mes a mes,True,Tarjeta de crédito (automático),108.15,3432.9,3.605,8
0363-SVHYR,No,Masculino,False,True,True,71,True,True,DSL,True,True,True,True,True,True,Dos años,False,Transferencia bancaria (automático),86.85,6263.8,2.895,9
0365-BZUWY,No,Masculino,False,True,False,17,True,True,Fibra óptica,False,True,True,False,True,True,Mes a mes,True,Cheque electrónico,102.55,1742.5,3.4183333333333334,7
0365-GXEZS,No,Masculino,False,True,False,18,True,False,Fibra óptica,False,False,True,True,False,False,Mes a mes,False,Cheque electrónico,78.2,1468.75,2.606666666666667,4
0365-TRTPY,No,Femenino,False,False,False,37,True,True,Fibra óptica,True,True,True,False,False,False,Mes a mes,False,Transferencia bancaria (automático),91.2,3382.3,3.04,6
0366-NQSHS,No,Masculino,False,False,False,2,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,19.35,46.35,0.645,1
0369-ZGOVK,No,Femenino,False,True,True,28,True,False,Fibra óptica,False,False,False,False,False,False,Un año,True,Transferencia bancaria (automático),70.4,1992.2,2.3466666666666667,2
0373-AIVNJ,No,Masculino,False,False,False,9,False,False,DSL,True,True,True,False,False,False,Un año,False,Cheque por correo,39.55,373.0,1.3183333333333331,4
0374-AACSZ,No,Femenino,False,False,False,1,True,False,DSL,True,False,False,False,False,False,Mes a mes,False,Cheque electrónico,50.15,50.15,1.6716666666666666,3
0374-FIUCA,No,Masculino,False,True,False,65,True,False,No,False,False,False,False,False,False,Dos años,True,Tarjeta de crédito (automático),20.4,1414.45,0.6799999999999999,1
0374-IOEGQ,No,Femenino,False,False,False,3,True,False,DSL,False,False,False,False,False,False,Mes a mes,False,Cheque electrónico,44.6,122.7,1.4866666666666668,2
0375-HVGXO,Si,Femenino,False,False,False,1,False,False,DSL,False,False,False,False,True,False,Mes a mes,True,Cheque electrónico,34.7,34.7,1.1566666666666667,2
0376-OIWME,No,Masculino,False,True,False,36,True,False,Fibra óptica,True,False,False,False,True,True,Mes a mes,True,Cheque electrónico,93.6,3366.05,3.1199999999999997,5
0376-YMCJC,Si,Masculino,False,False,False,23,True,True,Fibra óptica,False,False,False,True,True,False,Mes a mes,True,Cheque electrónico,90.6,1943.2,3.02,5
0377-JBKKT,No,Masculino,False,True,True,22,True,False,DSL,True,True,False,True,False,False,Mes a mes,True,Cheque por correo,57.95,1271.8,1.9316666666666669,5
0378-CJKPV,No,Femenino,False,True,False,72,True,True,Fibra óptica,True,True,True,True,True,True,Dos años,False,Tarjeta de crédito (automático),112.1,7965.95,3.7366666666666664,9
0378-NHQXU,Si,Femenino,False,True,True,17,True,True,Fibra óptica,False,False,True,False,True,False,Mes a mes,False,Cheque electrónico,88.25,1460.65,2.941666666666667,5
0378-TOVMS,Si,Femenino,False,False,False,3,True,False,Fibra óptica,False,False,False,True,False,True,Mes a mes,False,Cheque electrónico,85.8,272.2,2.86,4
0378-XSZPU,Si,Masculino,False,True,False,58,True,False,DSL,True,True,True,False,False,False,Un año,False,Tarjeta de crédito (automático),60.3,3563.8,2.01,5
0379-DJQHR,No,Masculino,False,True,True,67,True,False,DSL,True,True,True,False,True,True,Dos años,False,Tarjeta de crédito (automático),81.35,5398.6,2.7116666666666664,7
0380-NEAVX,No,Masculino,True,False,False,34,True,False,Fibra óptica,False,True,True,False,True,True,Un año,True,Cheque electrónico,99.85,3343.15,3.328333333333333,6
0380-ZCSBI,No,Masculino,False,False,False,10,True,False,No,False,False,False,False,False,False,Mes a mes,False,Tarjeta de crédito (automático),20.0,198.7,0.6666666666666666,1
0383-CLDDA,No,Femenino,False,False,False,69,True,True,DSL,True,False,True,True,True,True,Dos años,True,Tarjeta de crédito (automático),85.35,5897.4,2.8449999999999998,8
0384-LPITE,No,Masculino,False,False,False,40,False,False,DSL,True,True,True,False,True,True,Un año,False,Tarjeta de crédito (automático),62.05,2511.55,2.0683333333333334,6
0384-RVBPI,No,Masculino,False,False,False,20,True,False,DSL,True,False,True,False,False,True,Mes a mes,False,Tarjeta de crédito (automático),64.4,1398.6,2.146666666666667,5
0386-CWRGM,No,Femenino,False,True,True,46,True,False,No,False,False,False,False,False,False,Dos años,False,Cheque por correo,19.4,967.85,0.6466666666666666,1
0388-EOPEX,Si,Femenino,False,True,False,2,True,False,Fibra óptica,True,False,False,False,False,False,Mes a mes,True,Cheque electrónico,74.4,139.4,2.48,3
0390-DCFDQ,Si,Femenino,True,True,False,1,True,False,Fibra óptica,False,False,False,False,False,False,Mes a mes,True,Cheque por correo,70.45,70.45,2.3483333333333336,2
0392-BZIUW,No,Femenino,False,True,False,72,True,True,Fibra óptica,True,False,True,False,True,True,Dos años,True,Tarjeta de crédito (automático),105.0,7589.8,3.5,7
0394-YONDK,No,Masculino,False,True,True,70,True,True,No,False,False,False,False,False,False,Dos años,False,Tarjeta de crédito (automático),25.15,1790.15,0.8383333333333333,2
0396-HUJBP,No,Femenino,False,False,False,2,True,False,No,False,False,False,False,False,False,Mes a mes,False,Cheque por correo,19.3,44.4,0.6433333333333333,1
